5 0 cold
6 0 cold
7 0 cold
8 0 cold
9 0 cold
10 0 cold
11 0 cold
12 0 cold
13 0 cold
14 0 cold
15 0 cold
16 0 cold
17 0 warm
18 0 warm
19 0 warm
20 0 warm
21 0 warm
22 0 warm
23 0 warm
24 0 warm
25 0 warm
26 0 warm
27 0 warm
28 0 warm
29 0 warm
30 0 warm
5 1 cold
6 1 cold
7 1 cold
8 1 cold
9 1 cold
10 1 cold
11 1 cold
12 1 cold
13 1 cold
14 1 cold
15 1 cold
16 1 cold
17 1 warm
18 1 warm
19 1 warm
20 1 warm
21 1 warm
22 1 warm
23 1 warm
24 1 warm
25 1 warm
26 1 warm
27 1 warm
28 1 warm
29 1 warm
30 1 warm
5 2 cold
6 2 cold
7 2 cold
8 2 cold
9 2 cold
10 2 cold
11 2 cold
12 2 cold
13 2 cold
14 2 cold
15 2 cold
16 2 cold
17 2 warm
18 2 warm
19 2 warm
20 2 warm
21 2 warm
22 2 warm
23 2 warm
24 2 warm
25 2 warm
26 2 warm
27 2 warm
28 2 warm
29 2 warm
30 2 warm
5 3 cold
6 3 cold
7 3 cold
8 3 cold
9 3 cold
10 3 cold
11 3 cold
12 3 cold
13 3 cold
14 3 cold
15 3 cold
16 3 cold
17 3 warm
18 3 warm
19 3 warm
20 3 warm
21 3 warm
22 3 warm
23 3 warm
24 3 warm
25 3 warm
26 3 warm
27 3 warm
28 3 warm
29 3 warm
30 3 warm
5 4 cold
6 4 cold
7 4 cold
8 4 cold
9 4 cold
10 4 cold
11 4 cold
12 4 cold
13 4 cold
14 4 cold
15 4 cold
16 4 cold
17 4 cold
18 4 cold
19 4 warm
20 4 warm
21 4 warm
22 4 warm
23 4 warm
24 4 warm
25 4 warm
26 4 warm
27 4 warm
28 4 warm
29 4 warm
30 4 warm
5 5 cold
6 5 cold
7 5 cold
8 5 cold
9 5 cold
10 5 cold
11 5 cold
12 5 cold
13 5 cold
14 5 cold
15 5 cold
16 5 cold
17 5 cold
18 5 cold
19 5 warm
20 5 warm
21 5 warm
22 5 warm
23 5 warm
24 5 warm
25 5 warm
26 5 warm
27 5 warm
28 5 warm
29 5 warm
30 5 warm
5 6 cold
6 6 cold
7 6 cold
8 6 cold
9 6 cold
10 6 cold
11 6 cold
12 6 cold
13 6 cold
14 6 cold
15 6 cold
16 6 cold
17 6 cold
18 6 cold
19 6 cold
20 6 warm
21 6 warm
22 6 warm
23 6 warm
24 6 warm
25 6 warm
26 6 warm
27 6 warm
28 6 warm
29 6 warm
30 6 warm
5 7 cold
6 7 cold
7 7 cold
8 7 cold
9 7 cold
10 7 cold
11 7 cold
12 7 cold
13 7 cold
14 7 cold
15 7 cold
16 7 cold
17 7 cold
18 7 cold
19 7 cold
20 7 cold
21 7 warm
22 7 warm
23 7 warm
24 7 warm
25 7 warm
26 7 warm
27 7 warm
28 7 warm
29 7 warm
30 7 warm
5 8 cold
6 8 cold
7 8 cold
8 8 cold
9 8 cold
10 8 cold
11 8 cold
12 8 cold
13 8 cold
14 8 cold
15 8 cold
16 8 cold
17 8 cold
18 8 cold
19 8 cold
20 8 cold
21 8 cold
22 8 warm
23 8 warm
24 8 warm
25 8 warm
26 8 warm
27 8 warm
28 8 warm
29 8 warm
30 8 warm
5 9 cold
6 9 cold
7 9 cold
8 9 cold
9 9 cold
10 9 cold
11 9 cold
12 9 cold
13 9 cold
14 9 cold
15 9 cold
16 9 cold
17 9 cold
18 9 cold
19 9 cold
20 9 cold
21 9 cold
22 9 cold
23 9 cold
24 9 warm
25 9 warm
26 9 warm
27 9 warm
28 9 warm
29 9 warm
30 9 warm
5 10 cold
6 10 cold
7 10 cold
8 10 cold
9 10 cold
10 10 cold
11 10 cold
12 10 cold
13 10 cold
14 10 cold
15 10 cold
16 10 cold
17 10 cold
18 10 cold
19 10 cold
20 10 cold
21 10 cold
22 10 cold
23 10 cold
24 10 cold
25 10 cold
26 10 cold
27 10 cold
28 10 cold
29 10 cold
30 10 cold
